UnitName,PopInitial_st,PopFinal_st,LogAvgIncInitial_st,LogAvgIncFinal_st,PopG_st,RelPopG_st,AvgG_emp_st,RelAvgG_emp_st,AvgG_pop_st,RelAvgG_pop_st,LHS_AvgG_pop_st,AvgG_inc_st,RelAvgG_inc_st,PopInitialR_st,PopFinalR_st,Sel_st_from_ct_pop,Sel_st_from_ct_inc,Transmitted_AggG_pop_ct_to_st,Transmitted_AggG_inc_ct_to_st,Transmitted_AvgG_bg_to_st_pop,Transmitted_Sel_ct_to_st_pop,Transmitted_Sel_tr_to_st_pop,Transmitted_Sel_cm_to_st_pop,Transmitted_AvgG_bg_to_st_inc,Transmitted_Sel_ct_to_st_inc,Transmitted_Sel_tr_to_st_inc,Transmitted_Sel_cm_to_st_inc,Cumulative_Sel_pop_st,Cumulative_Sel_inc_st,Sel_st_from_ct_inc_LDR,Sel_st_from_ct_pop_LDR,Transmitted_AvgG_bg_to_st_inc_LDR,Transmitted_AvgG_bg_to_st_pop_LDR,Transmitted_Sel_cm_to_st_inc_LDR,Transmitted_Sel_cm_to_st_pop_LDR,Transmitted_Sel_ct_to_st_inc_LDR,Transmitted_Sel_ct_to_st_pop_LDR,Transmitted_Sel_tr_to_st_inc_LDR,Transmitted_Sel_tr_to_st_pop_LDR,Cumulative_Sel_inc_st_PNC,Cumulative_Sel_pop_st_PNC,Sel_st_from_ct_inc_PNC,Sel_st_from_ct_pop_PNC,Transmitted_AggG_inc_ct_to_st_PNC,Transmitted_AggG_pop_ct_to_st_PNC,Transmitted_AvgG_bg_to_st_inc_PNC,Transmitted_AvgG_bg_to_st_pop_PNC,Transmitted_Sel_cm_to_st_inc_PNC,Transmitted_Sel_cm_to_st_pop_PNC,Transmitted_Sel_ct_to_st_inc_PNC,Transmitted_Sel_ct_to_st_pop_PNC,Transmitted_Sel_tr_to_st_inc_PNC,Transmitted_Sel_tr_to_st_pop_PNC
17,8353733.94,8343417.35,11.426647787944235,11.597637517858521,-0.000247146142084631,0.0,0.03419794598285719,0.0,0.033099989867735075,0.0,0.03310008021972273,0.02834299686603278,0.0,,,0.000252470814689342,-0.00017058896715146945,0.03284751905304573,0.028513585833184252,0.0322253039112124,0.0010696414137271947,-0.0004799561384941658,3.252986660029218e-05,0.033071451425818854,0.0003478003051772624,-0.003527679916678343,-0.0013779859811335199,0.0008746859565226631,-0.00472845455978607,0.4431399460252194,0.7412552555687689,85.90990053184568,94.61361272937417,3.5796021483664684,0.09550780992285307,0.9034828631499764,3.140471188619973,9.16387451061266,1.4091530165142334,-16.682973159598422,2.642556568802101,-0.6018734291147212,0.7627519394966442,100.60187342911473,99.23724806050336,116.68297315959843,97.35744343119786,-4.861821732002326,0.09827757268288882,1.2271119628640197,3.2315460457885234,-12.446389961345393,-1.4500189891659556
