B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B19001_001E,state,county,tract,block group,GEOID
137.0,52.0,39.0,67.0,4.0,4.0,3.0,0.0,1.0,21.0,10.0,3.0,31.0,104.1938542264684,0.0,0.0,476.19385422646843,17,031,010100,1,170310101001
371.0,186.0,94.0,262.0,13.0,58.0,30.0,54.0,38.0,3.0,62.0,4.0,138.0,63.0,0.0,0.0,1376.0,17,031,010100,2,170310101002
97.0,77.0,53.0,78.0,161.0,366.0,19.0,56.0,32.0,82.0,277.0,296.0,326.0,103.51014270123267,0.0,0.0,2023.5101427012328,17,031,010100,3,170310101003
94.0,166.0,234.0,106.0,28.0,5.0,75.0,99.0,65.0,0.0,183.0,92.0,129.0,93.08150252661324,0.0,0.0,1369.0815025266133,17,031,010201,1,170310102011
360.0,342.0,178.0,523.0,195.0,283.0,367.0,282.0,154.0,445.0,438.0,353.0,171.0,90.08162283219723,0.0,0.0,4181.081622832197,17,031,010201,2,170310102012
102.0,46.0,45.0,57.0,2.0,1.0,0.0,43.0,0.0,45.0,68.0,141.0,42.0,114.0,0.0,0.0,706.0,17,031,010201,3,170310102013
176.0,179.0,116.0,124.0,67.0,4.0,3.0,11.0,1.0,7.0,103.0,142.0,100.0,100.48973699318336,0.0,0.0,1133.4897369931834,17,031,010202,1,170310102021
41.0,106.0,128.0,89.0,36.0,6.0,84.0,23.0,22.0,52.0,6.0,188.0,96.0,94.0,0.0,0.0,971.0,17,031,010202,2,170310102022
0.0,1.0,0.0,1.0,13.0,6.0,157.0,8.0,6.0,313.0,96.0,110.0,47.0,85.35709989086286,0.0,0.0,843.3570998908629,17,031,010300,1,170310103001
355.0,0.0,76.0,107.0,0.0,0.0,344.0,8.0,82.0,73.0,168.0,84.0,94.0,112.24474819100769,0.0,0.0,1503.2447481910076,17,031,010300,2,170310103002
117.0,156.0,195.0,124.0,27.0,34.0,3.0,74.0,0.0,31.0,58.0,67.0,14.0,89.21425993451771,0.0,0.0,989.2142599345177,17,031,010300,3,170310103003
168.0,57.0,81.0,20.0,3.0,88.0,110.0,76.0,111.0,3.0,142.0,283.0,86.0,87.92833941065946,0.0,0.0,1315.9283394106594,17,031,010300,4,170310103004
66.0,22.0,130.0,135.0,182.0,7.0,171.0,96.0,96.0,0.0,70.0,158.0,119.0,89.64277980355315,0.0,0.0,1341.6427798035531,17,031,010400,1,170310104001
75.0,4.0,49.0,65.0,4.0,26.0,63.0,3.0,41.0,176.0,112.0,103.0,33.0,107.0,0.0,0.0,861.0,17,031,010400,2,170310104002
154.0,63.0,7.0,81.0,46.0,9.0,56.0,2.0,15.0,45.0,5.0,99.0,57.0,81.22446278854237,0.0,0.0,720.2244627885424,17,031,010400,3,170310104003
102.0,142.0,26.0,119.0,58.0,5.0,78.0,18.0,47.0,14.0,87.0,69.0,23.0,100.62237409550384,0.0,0.0,888.6223740955038,17,031,010501,1,170310105011
226.0,150.0,31.0,151.0,87.0,17.0,140.0,112.0,9.0,127.0,237.0,132.0,60.0,103.0,0.0,0.0,1582.0,17,031,010501,2,170310105012
319.0,95.0,78.0,97.0,36.0,40.0,37.0,12.0,41.0,37.0,13.0,25.0,68.0,98.52034555525731,0.0,0.0,996.5203455552573,17,031,010501,3,170310105013
159.0,92.0,103.0,71.0,89.0,41.0,1.0,52.0,38.0,212.0,10.0,27.0,111.0,83.9386625702681,0.0,0.0,1089.9386625702682,17,031,010502,1,170310105021
476.0,50.0,219.0,167.0,108.0,201.0,161.0,184.0,122.0,62.0,172.0,62.0,63.0,76.42839956345145,0.0,0.0,2123.4283995634514,17,031,010502,2,170310105022
458.0,224.0,77.0,60.0,10.0,9.0,13.0,90.0,2.0,47.0,83.0,32.0,106.0,88.20393677490908,0.0,0.0,1299.2039367749092,17,031,010503,1,170310105031
80.0,0.0,28.0,64.0,30.0,22.0,9.0,39.0,3.0,65.0,8.0,140.0,12.0,94.0,0.0,0.0,594.0,17,031,010503,2,170310105032
233.0,40.0,212.0,150.0,344.0,172.0,72.0,160.0,95.0,294.0,149.0,193.0,238.0,96.89785115416949,0.0,0.0,2448.8978511541695,17,031,010600,1,170310106001
1.0,5.0,6.0,47.0,17.0,0.0,7.0,0.0,7.0,0.0,226.0,27.0,55.0,91.44892557708474,0.0,0.0,489.44892557708476,17,031,010600,2,170310106002
93.0,69.0,54.0,6.0,238.0,16.0,23.0,8.0,49.0,156.0,241.0,94.0,18.0,77.90805400819414,0.0,0.0,1142.908054008194,17,031,010600,3,170310106003
58.0,112.0,159.0,166.0,91.0,85.0,124.0,73.0,46.0,76.0,74.0,119.0,72.0,93.38770845293682,0.0,0.0,1348.3877084529367,17,031,010600,4,170310106004
1.0,82.0,214.0,174.0,106.0,139.0,75.0,28.0,36.0,277.0,150.0,314.0,6.0,91.98955653480738,0.0,0.0,1693.9895565348074,17,031,010701,1,170310107011
96.0,81.0,7.0,32.0,100.0,133.0,16.0,66.0,31.0,261.0,332.0,205.0,87.0,86.40799385540214,0.0,0.0,1533.407993855402,17,031,010701,2,170310107012
