B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B19001_001E,state,county,tract,block group,GEOID
104.0,4.0,140.0,0.0,72.0,12.0,74.0,41.0,69.0,89.0,108.0,121.0,67.0,89.0,89.68093244778163,0.0,1079.6809324477817,17,031,010702,3,170310107023
229.0,139.0,221.0,29.0,1.0,2.0,42.0,142.0,1.0,104.0,7.0,48.0,29.0,13.0,91.0,9.0,1107.0,17,031,010702,4,170310107024
350.0,0.0,42.0,2.0,16.0,69.0,174.0,70.0,100.0,437.0,161.0,477.0,142.0,144.0,145.12431557865773,18.0,2347.124315578658,17,031,020100,1,170310201001
84.0,123.0,245.0,17.0,2.0,103.0,90.0,73.0,18.0,60.0,102.0,142.0,66.0,34.0,84.27665271344715,8.0,1251.2766527134472,17,031,020100,2,170310201002
2.0,28.0,0.0,135.0,0.0,64.0,13.0,1.0,27.0,9.0,58.0,259.0,124.0,175.0,262.2132217075772,9.0,1166.213221707577,17,031,020200,1,170310202001
127.0,1.0,63.0,4.0,34.0,88.0,4.0,6.0,0.0,177.0,116.0,208.0,4.0,177.0,204.42937235281028,23.0,1236.4293723528103,17,031,020200,2,170310202002
98.0,73.0,71.0,122.0,32.0,2.0,40.0,1.0,117.0,6.0,0.0,192.0,453.0,156.0,235.57839804537005,4.0,1602.57839804537,17,031,020200,3,170310202003
127.0,19.0,88.0,109.0,2.0,25.0,0.0,2.0,46.0,208.0,208.0,266.0,294.0,93.0,137.67392705874872,9.0,1633.6739270587486,17,031,020200,4,170310202004
325.0,67.0,60.0,0.0,39.0,25.0,31.0,104.0,185.0,61.0,143.0,132.0,157.0,93.0,101.32276149902167,10.0,1533.3227614990217,17,031,020301,1,170310203011
138.0,20.0,3.0,2.0,12.0,139.0,46.0,93.0,116.0,72.0,165.0,150.0,163.0,33.0,98.41497907017072,13.0,1263.4149790701708,17,031,020301,2,170310203012
1.0,30.0,18.0,57.0,66.0,157.0,81.0,114.0,282.0,121.0,115.0,400.0,114.0,37.0,145.87606692591595,14.0,1752.876066925916,17,031,020301,3,170310203013
1.0,20.0,98.0,4.0,26.0,121.0,52.0,114.0,30.0,72.0,1.0,81.0,166.0,25.0,59.0,15.0,885.0,17,031,020302,1,170310203021
32.0,2.0,36.0,17.0,0.0,11.0,4.0,16.0,204.0,8.0,79.0,41.0,344.0,64.0,146.87606692591595,9.0,1013.876066925916,17,031,020302,2,170310203022
54.0,17.0,304.0,135.0,33.0,57.0,9.0,177.0,45.0,192.0,246.0,201.0,287.0,107.0,117.69163178361786,19.0,2000.6916317836178,17,031,020302,3,170310203023
30.0,16.0,19.0,11.0,1.0,0.0,60.0,26.0,23.0,13.0,50.0,107.0,143.0,31.0,93.34046622389081,7.0,630.3404662238909,17,031,020400,1,170310204001
8.0,78.0,18.0,147.0,38.0,20.0,46.0,23.0,64.0,28.0,80.0,265.0,259.0,171.0,209.30174533192292,9.0,1463.301745331923,17,031,020400,2,170310204002
150.0,97.0,5.0,59.0,217.0,136.0,88.0,55.0,122.0,130.0,75.0,197.0,106.0,244.0,100.83696352937436,14.0,1795.8369635293743,17,031,020400,3,170310204003
255.0,245.0,48.0,472.0,32.0,31.0,232.0,176.0,1.0,307.0,172.0,177.0,152.0,63.0,72.0,11.0,2446.0,17,031,020500,1,170310205001
0.0,1.0,1.0,28.0,26.0,7.0,13.0,201.0,89.0,18.0,23.0,70.0,20.0,16.0,52.0,16.0,581.0,17,031,020500,2,170310205002
418.0,98.0,61.0,0.0,57.0,167.0,169.0,37.0,27.0,1.0,52.0,33.0,49.0,18.0,114.5533054268943,18.0,1319.5533054268942,17,031,020500,3,170310205003
233.0,1.0,24.0,75.0,50.0,65.0,124.0,154.0,126.0,64.0,73.0,79.0,55.0,97.0,75.0,16.0,1311.0,17,031,020500,4,170310205004
67.0,29.0,110.0,3.0,10.0,369.0,154.0,236.0,1.0,151.0,78.0,186.0,192.0,231.0,95.41497907017072,8.0,1920.4149790701708,17,031,020601,1,170310206011
458.0,140.0,214.0,38.0,125.0,199.0,286.0,16.0,4.0,406.0,502.0,302.0,14.0,143.0,91.54260609105806,7.0,2945.542606091058,17,031,020601,2,170310206012
115.0,43.0,0.0,1.0,55.0,162.0,84.0,7.0,126.0,56.0,157.0,58.0,112.0,150.0,152.09591151795235,4.0,1282.0959115179523,17,031,020601,3,170310206013
71.0,40.0,28.0,45.0,39.0,21.0,34.0,26.0,91.0,146.0,139.0,163.0,41.0,13.0,58.0,13.0,968.0,17,031,020602,1,170310206021
34.0,37.0,184.0,62.0,5.0,79.0,7.0,35.0,308.0,3.0,30.0,125.0,34.0,18.0,65.0,16.0,1042.0,17,031,020602,2,170310206022
0.0,140.0,145.0,15.0,2.0,53.0,39.0,25.0,130.0,2.0,8.0,23.0,69.0,62.0,109.28735204928338,16.0,838.2873520492834,17,031,020602,3,170310206023
37.0,1.0,99.0,176.0,113.0,19.0,7.0,82.0,54.0,112.0,175.0,2.0,53.0,36.0,90.76245068309446,6.0,1062.7624506830944,17,031,020602,4,170310206024
23.0,2.0,2.0,2.0,3.0,29.0,17.0,21.0,37.0,0.0,98.0,153.0,52.0,132.0,143.98598922193418,9.0,723.9859892219341,17,031,020701,1,170310207011
50.0,3.0,3.0,1.0,140.0,30.0,1.0,4.0,0.0,59.0,259.0,202.0,18.0,56.0,90.23054392787262,11.0,927.2305439278726,17,031,020701,2,170310207012
279.0,0.0,66.0,41.0,94.0,60.0,49.0,35.0,155.0,188.0,274.0,494.0,452.0,101.0,78.0,0.0,2366.0,17,031,020702,1,170310207021
216.0,274.0,364.0,209.0,9.0,137.0,43.0,451.0,71.0,258.0,591.0,47.0,129.0,17.0,61.0,2.0,2879.0,17,031,020702,2,170310207022
223.0,156.0,69.0,2.0,11.0,54.0,126.0,170.0,9.0,215.0,71.0,319.0,172.0,14.0,102.05680812141075,12.0,1725.0568081214108,17,031,020702,3,170310207023
38.0,33.0,33.0,91.0,119.0,1.0,61.0,0.0,2.0,32.0,4.0,151.0,118.0,118.0,46.0,3.0,850.0,17,031,020702,4,170310207024
0.0,10.0,251.0,1.0,41.0,135.0,36.0,25.0,0.0,220.0,149.0,251.0,143.0,93.0,89.4787925806144,5.0,1449.4787925806145,17,031,020801,1,170310208011
75.0,3.0,7.0,3.0,2.0,13.0,7.0,3.0,51.0,29.0,5.0,114.0,212.0,211.0,162.21653314980676,12.0,909.2165331498068,17,031,020801,2,170310208012
0.0,0.0,50.0,28.0,129.0,28.0,6.0,51.0,2.0,188.0,93.0,55.0,49.0,6.0,71.0,4.0,760.0,17,031,020801,3,170310208013
47.0,26.0,107.0,224.0,9.0,19.0,290.0,12.0,81.0,21.0,114.0,120.0,105.0,44.0,68.0,8.0,1295.0,17,031,020801,4,170310208014
50.0,177.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,577.0,117.0,14.0,160.0,126.80155407963605,0.0,1233.8015540796362,17,031,020802,1,170310208021
344.0,20.0,121.0,79.0,53.0,146.0,30.0,124.0,91.0,463.0,0.0,255.0,405.0,10.0,89.0,4.0,2234.0,17,031,020802,2,170310208022
139.0,145.0,129.0,18.0,130.0,1.0,148.0,40.0,2.0,173.0,335.0,382.0,273.0,167.0,108.86536759007973,15.0,2205.8653675900796,17,031,020802,3,170310208023
151.0,77.0,426.0,217.0,101.0,24.0,134.0,85.0,3.0,178.0,98.0,149.0,14.0,63.0,81.0,2.0,1803.0,17,031,020802,4,170310208024
133.0,56.0,196.0,109.0,117.0,222.0,243.0,132.0,263.0,208.0,170.0,62.0,56.0,61.0,130.42567840600697,4.0,2162.425678406007,17,031,020901,1,170310209011
1.0,22.0,23.0,30.0,162.0,97.0,24.0,36.0,0.0,26.0,53.0,68.0,31.0,19.0,55.0,11.0,658.0,17,031,020901,2,170310209012
132.0,20.0,313.0,76.0,263.0,97.0,150.0,227.0,126.0,148.0,50.0,107.0,151.0,13.0,53.0,9.0,1935.0,17,031,020901,3,170310209013
67.0,139.0,306.0,106.0,28.0,168.0,44.0,149.0,68.0,152.0,177.0,144.0,43.0,13.0,92.38657500946535,5.0,1701.3865750094653,17,031,020902,1,170310209021
142.0,109.0,63.0,213.0,2.0,85.0,287.0,77.0,31.0,167.0,101.0,306.0,77.0,129.0,92.45038851990901,9.0,1890.450388519909,17,031,020902,2,170310209022
247.0,34.0,5.0,39.0,179.0,39.0,113.0,14.0,0.0,0.0,97.0,17.0,95.0,13.0,54.0,0.0,946.0,17,031,030101,1,170310301011
27.0,50.0,0.0,0.0,27.0,10.0,25.0,32.0,4.0,0.0,27.0,2.0,14.0,17.0,64.0,11.0,310.0,17,031,030101,2,170310301012
272.0,143.0,59.0,23.0,69.0,1.0,25.0,55.0,130.0,110.0,0.0,70.0,22.0,18.0,73.0,16.0,1086.0,17,031,030101,3,170310301013
0.0,0.0,10.0,0.0,35.0,26.0,80.0,10.0,2.0,88.0,295.0,266.0,80.0,63.0,138.0036939468033,11.0,1104.0036939468032,17,031,030101,4,170310301014
59.0,18.0,1.0,2.0,70.0,127.0,26.0,27.0,24.0,29.0,128.0,161.0,67.0,62.0,87.01069933583622,6.0,894.0106993358362,17,031,030102,1,170310301021
194.0,1.0,71.0,89.0,93.0,1.0,62.0,80.0,3.0,30.0,17.0,42.0,47.0,15.0,77.0,12.0,834.0,17,031,030102,2,170310301022
183.0,0.0,25.0,88.0,33.0,22.0,2.0,57.0,7.0,111.0,166.0,194.0,80.0,18.0,62.0,12.0,1060.0,17,031,030102,3,170310301023
1.0,70.0,11.0,66.0,5.0,31.0,3.0,3.0,35.0,108.0,7.0,36.0,23.0,11.0,72.0,11.0,493.0,17,031,030103,1,170310301031
144.0,171.0,56.0,44.0,2.0,148.0,110.0,29.0,2.0,40.0,47.0,109.0,145.0,111.0,76.51420203035269,18.0,1252.5142020303526,17,031,030103,2,170310301032
159.0,63.0,1.0,4.0,74.0,0.0,339.0,137.0,4.0,98.0,139.0,89.0,38.0,79.0,71.87237297911265,21.0,1316.8723729791127,17,031,030104,1,170310301041
129.0,250.0,35.0,1.0,3.0,4.0,69.0,26.0,2.0,58.0,1.0,20.0,23.0,10.0,74.67023311194541,6.0,711.6702331119454,17,031,030104,2,170310301042
67.0,1.0,153.0,33.0,192.0,88.0,1.0,75.0,36.0,58.0,105.0,153.0,68.0,117.0,116.50719664131977,7.0,1270.5071966413198,17,031,030200,1,170310302001
6.0,1.0,2.0,4.0,128.0,70.0,6.0,86.0,30.0,82.0,36.0,147.0,84.0,40.0,111.6632277229125,10.0,843.6632277229124,17,031,030200,2,170310302002
1.0,4.0,1.0,1.0,4.0,20.0,67.0,167.0,12.0,3.0,1.0,27.0,134.0,27.0,152.8122534154723,10.0,631.8122534154722,17,031,030200,3,170310302003
11.0,137.0,227.0,52.0,0.0,2.0,142.0,53.0,1.0,304.0,91.0,314.0,140.0,215.0,75.23054392787262,10.0,1774.2305439278725,17,031,030200,4,170310302004
83.0,100.0,160.0,179.0,99.0,74.0,89.0,11.0,57.0,73.0,151.0,104.0,55.0,65.0,107.01069933583622,2.0,1409.0106993358363,17,031,030300,1,170310303001
211.0,187.0,69.0,54.0,10.0,75.0,36.0,169.0,48.0,54.0,162.0,176.0,88.0,82.0,62.0,17.0,1500.0,17,031,030300,2,170310303002
357.0,80.0,169.0,39.0,82.0,40.0,35.0,51.0,1.0,145.0,64.0,133.0,72.0,92.0,113.74474595822531,8.0,1481.7447459582254,17,031,030400,1,170310304001
2.0,1.0,18.0,68.0,61.0,63.0,71.0,64.0,37.0,69.0,38.0,164.0,47.0,77.0,157.17042436423225,6.0,943.1704243642323,17,031,030400,2,170310304002
2.0,72.0,102.0,50.0,0.0,89.0,41.0,6.0,1.0,85.0,176.0,186.0,212.0,217.0,115.76245068309446,10.0,1364.7624506830944,17,031,030500,1,170310305001
20.0,67.0,182.0,68.0,47.0,55.0,73.0,20.0,58.0,200.0,78.0,326.0,117.0,98.0,213.86205614785013,19.0,1641.8620561478501,17,031,030500,2,170310305002
157.0,191.0,7.0,2.0,12.0,9.0,43.0,54.0,77.0,119.0,148.0,75.0,125.0,135.0,124.2235385388397,20.0,1298.2235385388396,17,031,030500,3,170310305003
2.0,67.0,0.0,1.0,45.0,20.0,14.0,134.0,35.0,227.0,36.0,237.0,267.0,69.0,131.20583381397057,8.0,1293.2058338139705,17,031,030500,4,170310305004
173.0,55.0,107.0,18.0,1.0,35.0,104.0,4.0,0.0,29.0,23.0,13.0,7.0,23.0,82.87237297911265,12.0,686.8723729791127,17,031,030601,1,170310306011
167.0,119.0,87.0,68.0,45.0,1.0,53.0,163.0,5.0,0.0,14.0,2.0,75.0,101.0,102.5887148766326,10.0,1012.5887148766326,17,031,030601,2,170310306012
152.0,72.0,61.0,118.0,79.0,110.0,210.0,30.0,13.0,105.0,50.0,212.0,146.0,63.0,79.24824865274178,14.0,1514.2482486527417,17,031,030601,3,170310306013
201.0,18.0,55.0,63.0,95.0,157.0,58.0,53.0,36.0,31.0,11.0,17.0,75.0,17.0,100.4787925806144,3.0,990.4787925806144,17,031,030603,1,170310306031
232.0,66.0,106.0,15.0,72.0,74.0,30.0,97.0,0.0,52.0,56.0,13.0,21.0,45.0,90.23054392787262,11.0,980.2305439278726,17,031,030603,2,170310306032
157.0,33.0,51.0,9.0,13.0,6.0,46.0,94.0,4.0,102.0,199.0,63.0,18.0,152.0,88.9645905502617,6.0,1041.9645905502616,17,031,030604,1,170310306041
78.0,0.0,30.0,56.0,134.0,37.0,102.0,23.0,10.0,80.0,55.0,119.0,121.0,108.0,72.4042797343345,14.0,1039.4042797343345,17,031,030604,2,170310306042
168.0,98.0,33.0,101.0,22.0,16.0,6.0,1.0,3.0,3.0,1.0,52.0,24.0,83.0,74.71634189751992,2.0,687.7163418975199,17,031,030604,3,170310306043
101.0,202.0,136.0,63.0,123.0,65.0,0.0,18.0,47.0,55.0,101.0,321.0,158.0,16.0,93.0,9.0,1508.0,17,031,030701,1,170310307011
