B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B19001_001E,state,county,tract,block group,GEOID
46.0,23.0,26.0,51.0,22.0,33.0,57.0,80.0,85.0,172.0,205.0,392.0,313.0,215.0,224.0,99.0,2043.0,17,043,846315,3,170438463153
104.0,114.0,187.0,38.0,54.0,43.0,19.0,103.0,53.0,30.0,114.0,236.0,137.0,59.0,88.0,88.0,1467.0,17,043,846404,1,170438464041
123.0,84.0,110.0,164.0,23.0,53.0,60.0,130.0,38.0,164.0,74.0,222.0,92.0,70.0,95.0,77.0,1579.0,17,043,846404,2,170438464042
24.0,8.0,62.0,52.0,138.0,65.0,57.0,11.0,15.0,37.0,106.0,132.0,85.0,68.0,85.0,204.0,1149.0,17,043,846404,3,170438464043
48.0,19.0,43.0,157.0,25.0,153.0,109.0,83.0,61.0,81.0,181.0,161.0,142.0,40.0,66.0,75.0,1444.0,17,043,846404,4,170438464044
37.0,54.0,47.0,48.0,25.0,95.0,77.0,27.0,29.0,79.0,239.0,193.0,267.0,107.0,271.0,431.0,2026.0,17,043,846405,1,170438464051
81.0,66.0,110.0,157.0,65.0,75.0,55.0,40.0,79.0,194.0,116.0,167.0,149.0,130.0,126.0,268.0,1878.0,17,043,846405,2,170438464052
71.0,26.0,39.0,30.0,57.0,33.0,22.0,71.0,25.0,126.0,162.0,345.0,374.0,225.0,277.0,262.0,2145.0,17,043,846408,1,170438464081
49.0,23.0,28.0,26.0,22.0,51.0,60.0,28.0,23.0,53.0,73.0,311.0,352.0,197.0,232.0,480.0,2008.0,17,043,846408,2,170438464082
54.0,17.0,62.0,42.0,52.0,68.0,55.0,82.0,194.0,188.0,179.0,187.0,229.0,142.0,166.0,217.0,1934.0,17,043,846409,1,170438464091
58.0,36.0,33.0,40.0,59.0,72.0,160.0,48.0,48.0,80.0,101.0,134.0,306.0,201.0,243.0,976.0,2595.0,17,043,846409,2,170438464092
55.0,80.0,37.0,41.0,38.0,247.0,37.0,82.0,216.0,134.0,315.0,571.0,196.0,295.0,142.0,204.0,2690.0,17,043,846410,1,170438464101
92.0,88.0,67.0,88.0,53.0,74.0,138.0,102.0,124.0,175.0,528.0,390.0,126.0,114.0,65.0,114.0,2338.0,17,043,846410,2,170438464102
109.0,57.0,58.0,58.0,138.0,140.0,93.0,108.0,106.0,197.0,354.0,358.0,376.0,180.0,165.0,141.0,2638.0,17,043,846411,1,170438464111
69.0,11.0,16.0,18.0,65.0,40.0,8.0,71.0,31.0,69.0,112.0,100.0,134.0,70.0,87.0,38.0,939.0,17,043,846411,2,170438464112
61.0,19.0,32.0,26.0,20.0,30.0,24.0,74.0,28.0,155.0,184.0,351.0,211.0,139.0,175.0,172.0,1701.0,17,043,846412,1,170438464121
