B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B19001_001E,state,county,tract,block group,GEOID
130.0,64.0,24.0,51.0,3.0,2.0,1.0,7.0,3.0,20.0,1.0,4.0,33.0,100.1938542264684,0.0,0.0,443.19385422646843,17,031,010100,1,170310101001
371.0,178.0,97.0,279.0,8.0,72.0,27.0,59.0,22.0,0.0,64.0,2.0,148.0,89.0,0.0,0.0,1416.0,17,031,010100,2,170310101002
104.0,69.0,58.0,85.0,152.0,358.0,17.0,56.0,28.0,88.0,287.0,297.0,345.0,87.51014270123267,0.0,0.0,2031.5101427012328,17,031,010100,3,170310101003
107.0,169.0,225.0,101.0,22.0,3.0,83.0,99.0,68.0,0.0,185.0,104.0,125.0,81.08150252661324,0.0,0.0,1372.0815025266133,17,031,010201,1,170310102011
342.0,347.0,183.0,515.0,194.0,284.0,368.0,271.0,164.0,450.0,446.0,367.0,169.0,119.08162283219723,0.0,0.0,4219.081622832197,17,031,010201,2,170310102012
94.0,39.0,42.0,57.0,1.0,11.0,6.0,32.0,10.0,44.0,71.0,153.0,26.0,80.0,0.0,0.0,666.0,17,031,010201,3,170310102013
162.0,188.0,130.0,141.0,64.0,3.0,4.0,4.0,1.0,5.0,104.0,139.0,91.0,92.48973699318336,0.0,0.0,1128.4897369931834,17,031,010202,1,170310102021
41.0,96.0,125.0,92.0,34.0,1.0,83.0,38.0,21.0,61.0,1.0,185.0,92.0,100.0,0.0,0.0,970.0,17,031,010202,2,170310102022
8.0,3.0,9.0,8.0,9.0,5.0,154.0,3.0,4.0,313.0,83.0,114.0,55.0,110.35709989086286,0.0,0.0,878.3570998908629,17,031,010300,1,170310103001
353.0,9.0,85.0,115.0,3.0,8.0,337.0,13.0,73.0,80.0,159.0,76.0,95.0,114.24474819100769,0.0,0.0,1520.2447481910076,17,031,010300,2,170310103002
115.0,152.0,171.0,118.0,25.0,27.0,0.0,74.0,0.0,32.0,54.0,62.0,25.0,65.21425993451771,0.0,0.0,920.2142599345177,17,031,010300,3,170310103003
163.0,51.0,76.0,31.0,4.0,85.0,112.0,63.0,97.0,4.0,148.0,275.0,66.0,77.92833941065946,0.0,0.0,1252.9283394106594,17,031,010300,4,170310103004
78.0,44.0,133.0,137.0,177.0,0.0,161.0,104.0,97.0,3.0,79.0,171.0,120.0,85.64277980355315,0.0,0.0,1389.6427798035531,17,031,010400,1,170310104001
84.0,2.0,37.0,61.0,3.0,25.0,68.0,0.0,40.0,174.0,114.0,105.0,32.0,101.0,0.0,0.0,846.0,17,031,010400,2,170310104002
155.0,64.0,12.0,75.0,35.0,2.0,56.0,3.0,19.0,58.0,1.0,103.0,54.0,88.22446278854237,0.0,0.0,725.2244627885424,17,031,010400,3,170310104003
118.0,148.0,31.0,118.0,53.0,3.0,94.0,36.0,47.0,4.0,92.0,72.0,29.0,66.62237409550384,0.0,0.0,911.6223740955038,17,031,010501,1,170310105011
